DATE_TIME,BPOS,DBTM,FLWI,HDTH,HKLD,ROP,RPM,SPPA,WOB,ACTC
1197868235,9.0100001664,909.7999876608,0.0,917.78997798,62.0803241532682,53.389999392,0.0,197.000004599829,0.0,9
1197868284,9.0100001664,909.7999876608,0.0,917.78997798,62.243478607203,53.389999392,0.0,196.000002791542,0.0,9
1197868333,9.0100001664,909.7999876608,0.0,917.78997798,62.3454484399408,53.389999392,0.0,221.000006630162,0.0,9
1197868383,9.0100001664,909.7999876608,0.0,917.78997798,62.3148586241004,53.389999392,0.0,188.999997028294,0.0,9
1197868441,9.0100001664,909.7999876608,0.0,917.78997798,62.3148586241004,53.389999392,0.0,188.999997028294,0.0,9
1197868495,9.0100001664,909.7999876608,0.0,917.78997798,62.2842683546676,53.389999392,0.0,200.000003129931,0.0,9
1197868545,9.0100001664,909.7999876608,0.0,917.78997798,62.243478607203,53.389999392,0.0,197.999999513358,0.0,9
1197868594,9.0100001664,909.7999876608,0.0,917.78997798,62.2638734809353,53.389999392,0.0,219.000003013589,0.0,9
1197868648,9.0100001664,909.7999876608,0.0,917.78997798,62.3760387093736,53.389999392,0.0,218.00000810006,0.0,9
1197868706,9.0100001664,909.7999876608,0.0,917.78997798,62.3148586241004,53.389999392,0.0,229.999995325712,0.0,9
1197868756,9.0100001664,909.7999876608,0.0,917.78997798,62.182293986006,53.389999392,0.0,230.999997133999,0.0,9
1197868805,9.0100001664,909.7999876608,0.0,917.78997798,62.4678136000033,53.389999392,0.0,214.000007761671,0.0,9
1197868855,9.0100001664,909.7999876608,0.0,917.78997798,62.3760387093736,53.389999392,0.0,179.999994543229,0.0,9
1197868913,9.0100001664,909.7999876608,0.0,917.78997798,62.3454484399408,53.389999392,0.0,213.000012848142,0.0,9
1197868963,9.0100001664,909.7999876608,0.0,917.78997798,62.3964335831059,53.389999392,0.0,202.999994765276,0.0,9
1197869012,9.0100001664,909.7999876608,0.0,917.78997798,62.5086028938756,53.389999392,0.0,195.000007878013,0.0,9
1197869063,9.0100001664,909.7999876608,0.0,917.78997798,62.4270279348701,53.389999392,0.0,227.999998603896,0.0,9
1197869125,9.0100001664,909.7999876608,0.0,917.78997798,62.2944637503681,53.389999392,0.0,235.999992385917,0.0,9
1197869174,9.0100001664,909.7999876608,0.0,917.78997798,62.3454484399408,53.389999392,0.0,218.00000810006,0.0,9
1197869225,9.0100001664,909.7999876608,0.0,917.78997798,62.1618995658661,53.389999392,0.0,204.999998381849,0.0,9
1197869274,9.0100001664,909.7999876608,0.0,917.78997798,62.1313092964333,53.389999392,0.0,207.999990017195,0.0,9
1197869333,9.0100001664,909.7999876608,0.0,917.78997798,62.0599292795359,53.389999392,0.0,226.000001882081,0.0,9
1197869387,9.0100001664,909.7999876608,0.0,917.78997798,62.243478607203,53.389999392,0.0,188.999997028294,0.0,9
1197869436,9.0100001664,909.7999876608,0.0,917.78997798,62.243478607203,53.389999392,0.0,188.000002114765,0.0,9
1197869486,9.0100001664,909.7999876608,0.0,917.78997798,62.2332791291712,53.389999392,0.0,239.000011600291,0.0,9
1197869540,9.0100001664,909.7999876608,0.0,917.78997798,62.3148586241004,53.389999392,0.0,226.000001882081,0.0,9
1197869594,9.0100001664,909.7999876608,0.0,917.78997798,62.2842683546676,53.389999392,0.0,227.999998603896,0.0,9
1197869643,9.0100001664,909.7999876608,0.0,917.78997798,62.1618995658661,53.389999392,0.0,236.999987299446,0.0,9
1197869693,9.0100001664,909.7999876608,0.0,917.78997798,62.2944637503681,53.389999392,0.0,227.999998603896,0.0,9
1197869747,9.0100001664,10.0000000152,0.0,917.78997798,62.2332791291712,53.389999392,0.0,184.000001776376,0.0,9
1197869805,9.0100001664,10.0000000152,0.0,917.78997798,62.2944637503681,53.389999392,0.0,228.999993517426,0.0,9
1197869855,9.0100001664,10.0000000152,0.0,917.78997798,62.0803241532682,53.389999392,0.0,215.000009569958,0.0,9
1197869904,9.0100001664,10.0000000152,0.0,917.78997798,62.182293986006,53.389999392,0.0,199.000001321645,0.0,9
1197869953,9.0100001664,10.0000000152,0.0,917.78997798,62.2842683546676,53.389999392,0.0,197.000004599829,0.0,9
1197870012,9.0100001664,10.0000000152,0.0,917.78997798,62.2944637503681,53.389999392,0.0,202.999994765276,0.0,9
1197870066,9.0100001664,10.0000000152,0.0,917.78997798,62.3760387093736,53.389999392,0.0,167.999993528063,0.0,9
1197870115,9.0100001664,10.0000000152,0.0,917.78997798,62.2944637503681,53.389999392,0.0,195.000007878013,0.0,9
1197870164,9.0100001664,10.0000000152,0.0,917.78997798,62.3148586241004,53.389999392,0.0,235.999992385917,0.0,9
1197870218,9.0100001664,10.0000000152,0.0,917.78997798,62.3964335831059,53.389999392,0.0,195.000007878013,0.0,9
1197870273,9.0100001664,10.0000000152,0.0,917.78997798,62.2944637503681,53.389999392,0.0,215.000009569958,0.0,9
1197870322,9.0100001664,10.0000000152,0.0,917.78997798,62.4168284568382,53.389999392,0.0,208.999991825481,0.0,9
1197870371,9.0100001664,10.0000000152,0.0,917.78997798,62.4474228086024,53.389999392,0.0,204.999998381849,0.0,9
1197870425,9.0100001664,10.0000000152,0.0,917.78997798,62.2842683546676,53.389999392,0.0,180.999996351516,0.0,9
1197870484,9.0100001664,10.0000000152,0.0,917.78997798,62.4270279348701,53.389999392,0.0,221.000006630162,0.0,9
1197870533,9.0100001664,10.0000000152,0.0,917.78997798,62.3658433136731,53.389999392,0.0,244.000006852209,0.0,9
1197870583,9.0100001664,10.0000000152,0.0,917.78997798,62.3454484399408,53.389999392,0.0,220.000004821876,0.0,9
1197870632,9.0100001664,10.0000000152,0.0,917.78997798,62.3454484399408,53.389999392,0.0,242.000010130394,0.0,9
1197870691,9.0100001664,10.0000000152,0.0,917.78997798,62.2638734809353,53.389999392,0.0,206.999995103665,0.0,9
1197870745,9.0100001664,10.0000000152,0.0,917.78997798,62.1313092964333,53.389999392,0.0,243.000005043923,0.0,9
1197870794,9.0100001664,10.0000000152,0.0,917.78997798,62.2128842554388,53.389999392,0.0,228.999993517426,0.0,9
1197870845,9.0100001664,10.0000000152,0.0,917.78997798,62.2128842554388,53.389999392,0.0,225.000000073794,0.0,9
1197870899,9.0100001664,10.0000000152,0.0,917.78997798,62.3250540198009,53.389999392,0.0,254.999992269575,0.0,9
1197870953,9.0100001664,10.0000000152,0.0,917.78997798,62.2332791291712,53.389999392,0.0,260.99998932978,0.0,9
1197871002,9.0100001664,10.0000000152,0.0,917.78997798,62.243478607203,53.389999392,0.0,275.999995769806,0.0,9
1197871052,9.0100001664,10.0000000152,0.0,917.78997798,62.3658433136731,53.389999392,0.0,249.000002104128,0.0,9
1197871106,9.0100001664,10.0000000152,0.0,917.78997798,62.3454484399408,53.389999392,0.0,215.000009569958,0.0,9
1197871164,9.0100001664,10.0000000152,0.0,917.78997798,62.3760387093736,53.389999392,0.0,213.000012848142,0.0,9
1197871214,9.0100001664,10.0000000152,0.0,917.78997798,62.2638734809353,53.389999392,0.0,231.999992047528,0.0,9
1197871263,9.0100001664,10.0000000152,0.0,917.78997798,62.2842683546676,53.389999392,0.0,197.000004599829,0.0,9
1197871313,9.0100001664,10.0000000152,0.0,917.78997798,62.1924934640379,53.389999392,0.0,226.000001882081,0.0,9
1197871371,9.0100001664,10.0000000152,0.0,917.78997798,62.2944637503681,53.389999392,0.0,249.000002104128,0.0,9
1197871425,9.0100001664,10.0000000152,0.0,917.78997798,62.2332791291712,53.389999392,0.0,234.99999057763,0.0,9
1197871475,9.0100001664,10.0000000152,0.0,917.78997798,62.3148586241004,53.389999392,0.0,257.999990799677,0.0,9
1197871524,9.0100001664,10.0000000152,0.0,917.78997798,62.2842683546676,53.389999392,0.0,217.000006291774,0.0,9
1197871578,9.0100001664,10.0000000152,0.0,917.78997798,62.3658433136731,53.389999392,0.0,234.99999057763,0.0,9
1197871632,9.0100001664,10.0000000152,0.0,917.78997798,62.2638734809353,53.389999392,0.0,206.999995103665,0.0,9
1197871681,9.0100001664,10.0000000152,0.0,917.78997798,62.243478607203,53.389999392,0.0,213.000012848142,0.0,9
1197871731,9.0100001664,10.0000000152,0.0,917.78997798,62.2944637503681,53.389999392,0.0,232.999993855815,0.0,9
1197871785,9.0100001664,10.0000000152,0.0,917.78997798,62.3454484399408,53.389999392,0.0,231.999992047528,0.0,9
1197871843,9.0100001664,10.0000000152,0.0,917.78997798,62.3964335831059,53.389999392,0.0,236.999987299446,0.0,9
1197871893,9.0100001664,10.0000000152,0.0,917.78997798,62.2944637503681,53.389999392,0.0,230.999997133999,0.0,9
1197871942,9.0100001664,10.0000000152,0.0,917.78997798,62.243478607203,53.389999392,0.0,233.999988769344,0.0,9
1197871991,9.0100001664,10.0000000152,0.0,917.78997798,62.3454484399408,53.389999392,0.0,235.999992385917,0.0,9
1197872050,9.0100001664,10.0000000152,0.0,917.78997798,62.2332791291712,53.389999392,0.0,235.999992385917,0.0,9
1197872104,9.0100001664,10.0000000152,0.0,917.78997798,62.5289977676079,53.389999392,0.0,223.999998265508,0.0,9
1197872153,9.0100001664,10.0000000152,0.0,917.78997798,62.3454484399408,53.389999392,0.0,225.000000073794,0.0,9
1197872203,9.0100001664,10.0000000152,0.0,917.78997798,62.3760387093736,53.389999392,0.0,206.999995103665,0.0,9
1197872257,9.0100001664,10.0000000152,0.0,917.78997798,62.4474228086024,53.389999392,0.0,230.999997133999,0.0,9
1197872311,9.6499996992,10.0000000152,0.0,917.78997798,61.8253952622961,53.389999392,0.0,188.000002114765,0.0,9
1197872360,9.6499996992,10.0000000152,0.0,917.78997798,61.9987451119313,53.389999392,0.0,223.999998265508,0.0,9
1197872411,9.6499996992,10.0000000152,0.0,917.78997798,61.8763799518688,53.389999392,0.0,220.000004821876,0.0,9
1197872465,9.6499996992,10.0000000152,0.0,917.78997798,62.182293986006,53.389999392,0.0,210.999988547297,0.0,9
1197872522,9.6400004304,10.0000000152,0.0,917.78997798,62.110914422701,53.389999392,0.0,236.999987299446,0.0,9
1197872573,9.6400004304,10.0000000152,0.0,917.78997798,61.9987451119313,53.389999392,0.0,230.999997133999,0.0,9
1197872622,9.6400004304,10.0000000152,0.0,917.78997798,61.9477599687662,53.389999392,0.0,223.000003351978,0.0,9
1197872672,9.6400004304,10.0000000152,0.0,917.78997798,61.9579553644667,53.389999392,0.0,226.99999679561,0.0,9
1197872735,9.6400004304,10.0000000152,0.0,917.78997798,62.0089441363708,53.389999392,0.0,256.999995886148,0.0,9
1197872784,9.6400004304,10.0000000152,0.0,917.78997798,61.9273650950339,53.389999392,0.0,227.999998603896,0.0,9
1197872834,9.6400004304,10.0000000152,0.0,917.78997798,62.0089441363708,53.389999392,0.0,216.000011378244,0.0,9
1197872883,9.2100001728,10.0000000152,0.0,917.78997798,61.8151957842642,53.389999392,0.0,213.000012848142,0.0,9
1197872942,9.8100004968,10.0000000152,0.0,917.78997798,64.6092200036268,53.389999392,0.0,213.000012848142,0.0,9
1197872991,9.4399995096,10.0000000152,0.0,917.78997798,61.6826352285012,53.389999392,0.0,232.999993855815,0.0,9
1197873041,9.8299999488,10.0000000152,0.0,917.78997798,62.8247164060447,53.389999392,0.0,253.999997356046,0.0,9
1197873090,12.1400002056,10.0000000152,0.0,917.78997798,66.4141139390175,53.389999392,0.0,217.000006291774,0.0,9
1197873149,14.0299997784,10.0000000152,0.0,917.78997798,60.4997647570855,53.389999392,0.0,248.000000295841,0.0,9
1197873203,21.180000312,10.0000000152,0.0,917.78997798,64.7927693312939,53.389999392,0.0,229.999995325712,0.0,9
1197873252,21.7000006944,10.0000000152,0.0,917.78997798,65.047698222266,53.389999392,0.0,220.000004821876,0.0,9
1197873301,21.7000006944,10.0000000152,0.0,917.78997798,65.6901165599733,53.389999392,0.0,242.000010130394,0.0,9
1197873355,21.7000006944,10.0000000152,0.0,917.78997798,65.516766710338,53.389999392,0.0,220.000004821876,0.0,9
1197873414,21.7000006944,10.0000000152,0.0,917.78997798,65.516766710338,53.389999392,0.0,249.999997017657,0.0,9
1197873463,21.7000006944,10.0000000152,0.0,917.78997798,65.496375918937,53.389999392,0.0,229.999995325712,0.0,9
1197873512,21.7000006944,10.0000000152,0.0,917.78997798,65.496375918937,53.389999392,0.0,232.999993855815,0.0,9
1197873562,21.7000006944,10.0000000152,0.0,917.78997798,65.5473569797708,53.389999392,0.0,229.999995325712,0.0,9
1197873620,21.7000006944,10.0000000152,0.0,917.78997798,65.4453866934406,53.389999392,0.0,234.99999057763,0.0,9
1197873670,21.7000006944,10.0000000152,0.0,917.78997798,65.4147964240078,53.389999392,0.0,217.000006291774,0.0,9
1197873719,21.7000006944,10.0000000152,0.0,917.78997798,65.4147964240078,53.389999392,0.0,245.000001765739,0.0,9
1197873769,21.7000006944,10.0000000152,0.0,917.78997798,65.31282659127,53.389999392,0.0,252.999995547759,0.0,9
1197873827,21.7000006944,10.0000000152,0.0,917.78997798,65.465777938434,53.389999392,0.0,249.999997017657,0.0,9
1197873881,21.7000006944,10.0000000152,0.0,917.78997798,65.4759769628734,53.389999392,0.0,259.999987521493,0.0,9
1197873931,21.7000006944,10.0000000152,0.0,917.78997798,65.4147964240078,53.389999392,0.0,230.999997133999,0.0,9
1197873980,21.7000006944,10.0000000152,0.0,917.78997798,65.3943979215365,53.389999392,0.0,245.000001765739,0.0,9
1197874034,21.7000006944,10.0000000152,0.0,917.78997798,65.3434168607028,53.389999392,0.0,257.999990799677,0.0,9
1197874093,21.7000006944,10.0000000152,0.0,917.78997798,65.4453866934406,53.389999392,0.0,230.999997133999,0.0,9
1197874142,21.7000006944,10.0000000152,0.0,917.78997798,65.465777938434,53.389999392,0.0,205.999993295379,0.0,9
1197874193,21.7000006944,10.0000000152,0.0,917.78997798,65.3638076521037,53.389999392,0.0,241.000008322107,0.0,9
1197874242,21.4200001368,10.0000000152,0.0,917.78997798,65.6901165599733,53.389999392,0.0,197.000004599829,0.0,9
1197874301,21.0499991496,10.0000000152,0.0,917.78997798,61.713225497934,53.389999392,0.0,218.00000810006,0.0,9
1197874350,20.9400004872,10.0000000152,0.0,917.78997798,61.5296766238593,53.389999392,0.0,235.999992385917,0.0,9
1197874400,20.9400004872,10.0000000152,0.0,917.78997798,61.713225497934,53.389999392,0.0,208.999991825481,0.0,9
1197874449,20.9400004872,10.0000000152,0.0,917.78997798,61.6010561871643,53.389999392,0.0,222.000001543692,0.0,9
1197874508,20.9400004872,10.0000000152,0.0,917.78997798,61.713225497934,53.389999392,0.0,235.999992385917,0.0,9
1197874562,20.9400004872,10.0000000152,0.0,917.78997798,61.7336203716663,53.389999392,0.0,235.999992385917,0.0,9
1197874611,20.930000304,10.0000000152,0.0,917.78997798,62.2332791291712,53.389999392,0.0,223.999998265508,0.0,9
1197874661,20.8899992664,10.0000000152,0.0,917.78997798,61.6622408083613,53.389999392,0.0,249.000002104128,0.0,9
1197874715,20.8899992664,10.0000000152,0.0,917.78997798,61.713225497934,53.389999392,0.0,228.999993517426,0.0,9
1197874773,20.8899992664,10.0000000152,0.0,917.78997798,61.6622408083613,53.389999392,0.0,215.000009569958,0.0,9
1197874823,20.8899992664,10.0000000152,0.0,917.78997798,61.8151957842642,53.389999392,0.0,227.999998603896,0.0,9
1197874872,20.930000304,10.0000000152,0.0,917.78997798,60.9994235145903,53.389999392,0.0,241.000008322107,0.0,9
1197874921,21.1200007368,10.0000000152,0.0,917.78997798,64.6602046931995,53.389999392,0.0,239.000011600291,0.0,9
1197874980,21.3199998288,10.0000000152,0.0,917.78997798,65.047698222266,53.389999392,0.0,196.000002791542,0.0,9
1197875029,21.3199998288,10.0000000152,0.0,917.78997798,65.2312475499331,53.389999392,0.0,218.00000810006,0.0,9
1197875079,21.3199998288,10.0000000152,0.0,917.78997798,65.3740071301356,53.389999392,0.0,223.999998265508,0.0,9
1197875128,21.3199998288,10.0000000152,0.0,917.78997798,65.0986833654311,53.389999392,0.0,221.000006630162,0.0,9
1197875187,21.3199998288,10.0000000152,0.0,917.78997798,65.1496680550038,53.389999392,0.0,195.000007878013,0.0,9
1197875241,21.1299990912,10.0000000152,0.0,917.78997798,64.7111898363646,53.389999392,0.0,238.000009792005,0.0,9
1197875290,21.0900001872,10.0000000152,0.0,917.78997798,65.1598675330357,53.389999392,0.0,219.000003013589,0.0,9
1197875339,21.0900001872,10.0000000152,0.0,917.78997798,65.3740071301356,53.389999392,0.0,223.999998265508,0.0,9
1197875393,21.0900001872,10.0000000152,0.0,917.78997798,65.4759769628734,53.389999392,0.0,228.999993517426,0.0,9
1197875452,21.0900001872,10.0000000152,0.0,917.78997798,65.31282659127,53.389999392,0.0,236.999987299446,0.0,9
1197875501,21.0900001872,10.0000000152,0.0,917.78997798,65.5269661883698,53.389999392,0.0,208.999991825481,0.0,9
1197875551,21.0900001872,10.0000000152,0.0,917.78997798,65.1802583244366,53.389999392,0.0,239.000011600291,0.0,9
1197875600,21.0900001872,10.0000000152,0.0,917.78997798,65.0273033485337,53.389999392,0.0,225.000000073794,0.0,9
1197875659,20.9500006704,10.0000000152,0.0,917.78997798,61.845789682436,53.389999392,0.0,205.999993295379,0.0,9
1197875708,20.9500006704,10.0000000152,0.0,917.78997798,61.7336203716663,53.389999392,0.0,216.000011378244,0.0,9
1197875759,20.9500006704,10.0000000152,0.0,917.78997798,61.8763799518688,53.389999392,0.0,216.000011378244,0.0,9
1197875808,21.1299990912,10.0000000152,0.0,917.78997798,65.31282659127,53.389999392,0.0,241.000008322107,0.0,9
1197875867,21.1399992744,10.0000000152,0.0,917.78997798,64.7621749795297,53.389999392,0.0,243.000005043923,0.0,9
1197875921,21.2600002536,10.0000000152,0.0,917.78997798,62.9470815661072,53.389999392,0.0,233.999988769344,0.0,9
1197875970,21.7299994152,10.0000000152,0.0,917.78997798,65.6085375186364,53.389999392,0.0,225.000000073794,0.0,9
1197876020,20.2999991256,10.0000000152,0.0,917.78997798,66.0266249458747,53.389999392,0.0,225.000000073794,0.0,9
1197876074,19.2099989688,10.0000000152,0.0,917.78997798,65.2108526762008,53.389999392,0.0,225.000000073794,0.0,9
1197876132,19.2099989688,10.0000000152,0.0,917.78997798,65.4147964240078,53.389999392,0.0,210.999988547297,0.0,9
